,,,,,22-APR-2018,11:55:04,1196113,
,+1.9637000E-01,Vdc,,
,+1.9455000E-01,Vdc,,
,+1.9442000E-01,Vdc,,
,+1.9442000E-01,Vdc,,
,+1.9444000E-01,Vdc,,
,+1.9444000E-01,Vdc,,
,+1.9442000E-01,Vdc,,
,+1.9442000E-01,Vdc,,
,+1.9444000E-01,Vdc,,
,+1.9444000E-01,Vdc,,
,+1.9444000E-01,Vdc,,
,+1.9442000E-01,Vdc,,
,+1.9444000E-01,Vdc,,
,+1.9444000E-01,Vdc,,
,+1.9442000E-01,Vdc,,
,+1.9440000E-01,Vdc,,
,+1.9440000E-01,Vdc,,
,+1.9440000E-01,Vdc,,
,+1.9442000E-01,Vdc,,
,+1.9442000E-01,Vdc,,
,+1.9415000E-01,Vdc,,
,+1.9246000E-01,Vdc,,
,+1.9251000E-01,Vdc,,
,+1.9249000E-01,Vdc,,
,+1.9251000E-01,Vdc,,
,+1.9249000E-01,Vdc,,
,+1.9196000E-01,Vdc,,
,+1.9198000E-01,Vdc,,
,+1.9196000E-01,Vdc,,
,+1.9198000E-01,Vdc,,
,+1.9196000E-01,Vdc,,
,+1.9196000E-01,Vdc,,
,+1.9198000E-01,Vdc,,
,+1.9194000E-01,Vdc,,
,+1.9198000E-01,Vdc,,
,+1.9194000E-01,Vdc,,
,+1.9194000E-01,Vdc,,
,+1.9196000E-01,Vdc,,
,+1.9194000E-01,Vdc,,
,+1.9192000E-01,Vdc,,
,+1.9051000E-01,Vdc,,
,+1.9053000E-01,Vdc,,
,+1.9051000E-01,Vdc,,
,+1.9053000E-01,Vdc,,
,+1.9051000E-01,Vdc,,
,+1.9055000E-01,Vdc,,
,+1.9053000E-01,Vdc,,
,+1.9055000E-01,Vdc,,
,+1.9053000E-01,Vdc,,
,+1.9053000E-01,Vdc,,
,+1.9053000E-01,Vdc,,
,+1.9051000E-01,Vdc,,
,+1.9053000E-01,Vdc,,
,+1.9049000E-01,Vdc,,
,+1.9053000E-01,Vdc,,
,+1.9053000E-01,Vdc,,
,+1.9051000E-01,Vdc,,
,+1.9051000E-01,Vdc,,
,+1.9051000E-01,Vdc,,
,+1.9051000E-01,Vdc,,
,+1.8856000E-01,Vdc,,
,+1.8856000E-01,Vdc,,
,+1.8858000E-01,Vdc,,
,+1.8858000E-01,Vdc,,
,+1.8858000E-01,Vdc,,
,+1.8856000E-01,Vdc,,
,+1.8858000E-01,Vdc,,
,+1.8860000E-01,Vdc,,
,+1.8856000E-01,Vdc,,
,+1.8858000E-01,Vdc,,
,+1.8858000E-01,Vdc,,
,+1.8858000E-01,Vdc,,
,+1.8858000E-01,Vdc,,
,+1.8858000E-01,Vdc,,
,+1.8853000E-01,Vdc,,
,+1.8856000E-01,Vdc,,
,+1.8853000E-01,Vdc,,
,+1.8853000E-01,Vdc,,
,+1.8858000E-01,Vdc,,
,+1.8847000E-01,Vdc,,
,+1.8662000E-01,Vdc,,
,+1.8662000E-01,Vdc,,
,+1.8664000E-01,Vdc,,
,+1.8664000E-01,Vdc,,
,+1.8664000E-01,Vdc,,
,+1.8664000E-01,Vdc,,
,+1.8664000E-01,Vdc,,
,+1.8662000E-01,Vdc,,
,+1.8662000E-01,Vdc,,
,+1.8664000E-01,Vdc,,
,+1.8664000E-01,Vdc,,
,+1.8662000E-01,Vdc,,
,+1.8662000E-01,Vdc,,
,+1.8662000E-01,Vdc,,
,+1.8662000E-01,Vdc,,
,+1.8662000E-01,Vdc,,
,+1.8664000E-01,Vdc,,
,+1.8660000E-01,Vdc,,
,+1.8662000E-01,Vdc,,
,+1.8469000E-01,Vdc,,
,+1.8469000E-01,Vdc,,
,+1.8467000E-01,Vdc,,
,+1.8467000E-01,Vdc,,
,+1.8469000E-01,Vdc,,
,+1.8469000E-01,Vdc,,
,+1.8467000E-01,Vdc,,
,+1.8467000E-01,Vdc,,
,+1.8467000E-01,Vdc,,
,+1.8469000E-01,Vdc,,
,+1.8469000E-01,Vdc,,
,+1.8467000E-01,Vdc,,
,+1.8467000E-01,Vdc,,
,+1.8467000E-01,Vdc,,
,+1.8467000E-01,Vdc,,
,+1.8467000E-01,Vdc,,
,+1.8465000E-01,Vdc,,
,+1.8465000E-01,Vdc,,
,+1.8467000E-01,Vdc,,
,+1.8269000E-01,Vdc,,
,+1.8275000E-01,Vdc,,
,+1.8275000E-01,Vdc,,
,+1.8271000E-01,Vdc,,
,+1.8221000E-01,Vdc,,
,+1.8221000E-01,Vdc,,
,+1.8221000E-01,Vdc,,
,+1.8221000E-01,Vdc,,
,+1.8219000E-01,Vdc,,
,+1.8221000E-01,Vdc,,
,+1.8221000E-01,Vdc,,
,+1.8221000E-01,Vdc,,
,+1.8221000E-01,Vdc,,
,+1.8219000E-01,Vdc,,
,+1.8219000E-01,Vdc,,
,+1.8221000E-01,Vdc,,
,+1.8221000E-01,Vdc,,
,+1.8221000E-01,Vdc,,
,+1.8221000E-01,Vdc,,
,+1.8116000E-01,Vdc,,
,+1.8078000E-01,Vdc,,
,+1.8080000E-01,Vdc,,
,+1.8078000E-01,Vdc,,
,+1.8078000E-01,Vdc,,
,+1.8076000E-01,Vdc,,
,+1.8076000E-01,Vdc,,
,+1.8078000E-01,Vdc,,
,+1.8078000E-01,Vdc,,
,+1.8080000E-01,Vdc,,
,+1.8078000E-01,Vdc,,
,+1.8078000E-01,Vdc,,
,+1.8076000E-01,Vdc,,
,+1.8076000E-01,Vdc,,
,+1.8078000E-01,Vdc,,
,+1.8076000E-01,Vdc,,
,+1.8076000E-01,Vdc,,
,+1.8074000E-01,Vdc,,
,+1.8076000E-01,Vdc,,
,+1.8078000E-01,Vdc,,
,+1.7880000E-01,Vdc,,
,+1.7880000E-01,Vdc,,
,+1.7882000E-01,Vdc,,
,+1.7885000E-01,Vdc,,
,+1.7882000E-01,Vdc,,
,+1.7882000E-01,Vdc,,
,+1.7882000E-01,Vdc,,
,+1.7882000E-01,Vdc,,
,+1.7882000E-01,Vdc,,
,+1.7882000E-01,Vdc,,
,+1.7882000E-01,Vdc,,
,+1.7880000E-01,Vdc,,
,+1.7880000E-01,Vdc,,
,+1.7880000E-01,Vdc,,
,+1.7882000E-01,Vdc,,
,+1.7880000E-01,Vdc,,
,+1.7882000E-01,Vdc,,
,+1.7882000E-01,Vdc,,
,+1.7880000E-01,Vdc,,
,+1.7685000E-01,Vdc,,
,+1.7685000E-01,Vdc,,
,+1.7687000E-01,Vdc,,
,+1.7687000E-01,Vdc,,
,+1.7687000E-01,Vdc,,
,+1.7687000E-01,Vdc,,
,+1.7689000E-01,Vdc,,
,+1.7687000E-01,Vdc,,
,+1.7685000E-01,Vdc,,
,+1.7687000E-01,Vdc,,
,+1.7687000E-01,Vdc,,
,+1.7687000E-01,Vdc,,
,+1.7687000E-01,Vdc,,
,+1.7687000E-01,Vdc,,
,+1.7685000E-01,Vdc,,
,+1.7687000E-01,Vdc,,
,+1.7687000E-01,Vdc,,
,+1.7685000E-01,Vdc,,
,+1.7687000E-01,Vdc,,
,+1.7491000E-01,Vdc,,
,+1.7491000E-01,Vdc,,
,+1.7494000E-01,Vdc,,
,+1.7494000E-01,Vdc,,
,+1.7491000E-01,Vdc,,
,+1.7496000E-01,Vdc,,
,+1.7491000E-01,Vdc,,
,+1.7494000E-01,Vdc,,
,+1.7496000E-01,Vdc,,
,+1.7494000E-01,Vdc,,
,+1.7494000E-01,Vdc,,
,+1.7491000E-01,Vdc,,
,+1.7491000E-01,Vdc,,
,+1.7489000E-01,Vdc,,
,+1.7491000E-01,Vdc,,
,+1.7494000E-01,Vdc,,
,+1.7491000E-01,Vdc,,
,+1.7491000E-01,Vdc,,
,+1.7491000E-01,Vdc,,
,+1.7338000E-01,Vdc,,
,+1.7296000E-01,Vdc,,
,+1.7298000E-01,Vdc,,
,+1.7296000E-01,Vdc,,
,+1.7298000E-01,Vdc,,
,+1.7296000E-01,Vdc,,
,+1.7246000E-01,Vdc,,
,+1.7248000E-01,Vdc,,
,+1.7246000E-01,Vdc,,
,+1.7246000E-01,Vdc,,
,+1.7246000E-01,Vdc,,
,+1.7246000E-01,Vdc,,
,+1.7243000E-01,Vdc,,
,+1.7246000E-01,Vdc,,
,+1.7243000E-01,Vdc,,
,+1.7243000E-01,Vdc,,
,+1.7246000E-01,Vdc,,
,+1.7243000E-01,Vdc,,
,+1.7246000E-01,Vdc,,
,+1.7248000E-01,Vdc,,
,+1.7100000E-01,Vdc,,
,+1.7100000E-01,Vdc,,
,+1.7105000E-01,Vdc,,
,+1.7103000E-01,Vdc,,
,+1.7105000E-01,Vdc,,
,+1.7103000E-01,Vdc,,
,+1.7103000E-01,Vdc,,
,+1.7103000E-01,Vdc,,
,+1.7105000E-01,Vdc,,
,+1.7103000E-01,Vdc,,
,+1.7100000E-01,Vdc,,
,+1.7100000E-01,Vdc,,
,+1.7100000E-01,Vdc,,
,+1.7100000E-01,Vdc,,
,+1.7100000E-01,Vdc,,
,+1.7100000E-01,Vdc,,
,+1.7100000E-01,Vdc,,
,+1.7100000E-01,Vdc,,
,+1.7103000E-01,Vdc,,
,+1.6907000E-01,Vdc,,
,+1.6905000E-01,Vdc,,
,+1.6907000E-01,Vdc,,
,+1.6907000E-01,Vdc,,
,+1.6907000E-01,Vdc,,
,+1.6907000E-01,Vdc,,
,+1.6905000E-01,Vdc,,
,+1.6907000E-01,Vdc,,
,+1.6907000E-01,Vdc,,
,+1.6909000E-01,Vdc,,
,+1.6909000E-01,Vdc,,
,+1.6905000E-01,Vdc,,
,+1.6905000E-01,Vdc,,
,+1.6905000E-01,Vdc,,
,+1.6905000E-01,Vdc,,
,+1.6907000E-01,Vdc,,
,+1.6907000E-01,Vdc,,
,+1.6905000E-01,Vdc,,
,+1.6909000E-01,Vdc,,
,+1.6710000E-01,Vdc,,
,+1.6712000E-01,Vdc,,
,+1.6712000E-01,Vdc,,
,+1.6714000E-01,Vdc,,
,+1.6712000E-01,Vdc,,
,+1.6710000E-01,Vdc,,
,+1.6712000E-01,Vdc,,
,+1.6712000E-01,Vdc,,
,+1.6712000E-01,Vdc,,
,+1.6712000E-01,Vdc,,
,+1.6714000E-01,Vdc,,
,+1.6712000E-01,Vdc,,
,+1.6710000E-01,Vdc,,
,+1.6712000E-01,Vdc,,
,+1.6712000E-01,Vdc,,
,+1.6710000E-01,Vdc,,
,+1.6707000E-01,Vdc,,
,+1.6710000E-01,Vdc,,
,+1.6712000E-01,Vdc,,
,+1.6544000E-01,Vdc,,
,+1.6516000E-01,Vdc,,
,+1.6518000E-01,Vdc,,
,+1.6518000E-01,Vdc,,
,+1.6518000E-01,Vdc,,
,+1.6518000E-01,Vdc,,
,+1.6518000E-01,Vdc,,
,+1.6516000E-01,Vdc,,
,+1.6518000E-01,Vdc,,
,+1.6516000E-01,Vdc,,
,+1.6516000E-01,Vdc,,
,+1.6516000E-01,Vdc,,
,+1.6516000E-01,Vdc,,
,+1.6518000E-01,Vdc,,
,+1.6514000E-01,Vdc,,
,+1.6516000E-01,Vdc,,
,+1.6518000E-01,Vdc,,
,+1.6516000E-01,Vdc,,
,+1.6518000E-01,Vdc,,
,+1.6514000E-01,Vdc,,
,+1.6321000E-01,Vdc,,
,+1.6321000E-01,Vdc,,
,+1.6323000E-01,Vdc,,
,+1.6325000E-01,Vdc,,
,+1.6323000E-01,Vdc,,
,+1.6270000E-01,Vdc,,
,+1.6270000E-01,Vdc,,
,+1.6270000E-01,Vdc,,
,+1.6272000E-01,Vdc,,
,+1.6270000E-01,Vdc,,
,+1.6270000E-01,Vdc,,
,+1.6270000E-01,Vdc,,
,+1.6268000E-01,Vdc,,
,+1.6270000E-01,Vdc,,
,+1.6270000E-01,Vdc,,
,+1.6266000E-01,Vdc,,
,+1.6270000E-01,Vdc,,
,+1.6270000E-01,Vdc,,
,+1.6270000E-01,Vdc,,
,+1.6125000E-01,Vdc,,
,+1.6125000E-01,Vdc,,
,+1.6127000E-01,Vdc,,
,+1.6127000E-01,Vdc,,
,+1.6127000E-01,Vdc,,
,+1.6127000E-01,Vdc,,
,+1.6125000E-01,Vdc,,
,+1.6125000E-01,Vdc,,
,+1.6125000E-01,Vdc,,
,+1.6127000E-01,Vdc,,
,+1.6125000E-01,Vdc,,
,+1.6127000E-01,Vdc,,
,+1.6125000E-01,Vdc,,
,+1.6127000E-01,Vdc,,
,+1.6125000E-01,Vdc,,
,+1.6125000E-01,Vdc,,
,+1.6125000E-01,Vdc,,
,+1.6125000E-01,Vdc,,
,+1.6123000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5934000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5930000E-01,Vdc,,
,+1.5930000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5930000E-01,Vdc,,
,+1.5932000E-01,Vdc,,
,+1.5741000E-01,Vdc,,
,+1.5736000E-01,Vdc,,
,+1.5739000E-01,Vdc,,
,+1.5736000E-01,Vdc,,
,+1.5739000E-01,Vdc,,
,+1.5736000E-01,Vdc,,
,+1.5736000E-01,Vdc,,
,+1.5736000E-01,Vdc,,
,+1.5739000E-01,Vdc,,
,+1.5736000E-01,Vdc,,
,+1.5736000E-01,Vdc,,
,+1.5736000E-01,Vdc,,
,+1.5734000E-01,Vdc,,
,+1.5734000E-01,Vdc,,
,+1.5734000E-01,Vdc,,
,+1.5734000E-01,Vdc,,
,+1.5732000E-01,Vdc,,
,+1.5736000E-01,Vdc,,
,+1.5736000E-01,Vdc,,
,+1.5667000E-01,Vdc,,
,+1.5541000E-01,Vdc,,
,+1.5541000E-01,Vdc,,
,+1.5541000E-01,Vdc,,
,+1.5543000E-01,Vdc,,
,+1.5541000E-01,Vdc,,
,+1.5543000E-01,Vdc,,
,+1.5541000E-01,Vdc,,
,+1.5541000E-01,Vdc,,
,+1.5541000E-01,Vdc,,
,+1.5541000E-01,Vdc,,
,+1.5541000E-01,Vdc,,
,+1.5541000E-01,Vdc,,
,+1.5539000E-01,Vdc,,
,+1.5539000E-01,Vdc,,
,+1.5541000E-01,Vdc,,
,+1.5541000E-01,Vdc,,
,+1.5537000E-01,Vdc,,
,+1.5541000E-01,Vdc,,
,+1.5541000E-01,Vdc,,
,+1.5348000E-01,Vdc,,
,+1.5348000E-01,Vdc,,
,+1.5348000E-01,Vdc,,
,+1.5345000E-01,Vdc,,
,+1.5345000E-01,Vdc,,
,+1.5299000E-01,Vdc,,
,+1.5295000E-01,Vdc,,
,+1.5295000E-01,Vdc,,
,+1.5295000E-01,Vdc,,
,+1.5295000E-01,Vdc,,
,+1.5295000E-01,Vdc,,
,+1.5295000E-01,Vdc,,
,+1.5293000E-01,Vdc,,
,+1.5293000E-01,Vdc,,
,+1.5293000E-01,Vdc,,
,+1.5293000E-01,Vdc,,
,+1.5297000E-01,Vdc,,
,+1.5295000E-01,Vdc,,
,+1.5295000E-01,Vdc,,
,+1.5148000E-01,Vdc,,
,+1.5150000E-01,Vdc,,
,+1.5152000E-01,Vdc,,
,+1.5152000E-01,Vdc,,
,+1.5150000E-01,Vdc,,
,+1.5152000E-01,Vdc,,
,+1.5152000E-01,Vdc,,
,+1.5152000E-01,Vdc,,
,+1.5150000E-01,Vdc,,
,+1.5152000E-01,Vdc,,
,+1.5150000E-01,Vdc,,
,+1.5150000E-01,Vdc,,
,+1.5152000E-01,Vdc,,
,+1.5152000E-01,Vdc,,
,+1.5150000E-01,Vdc,,
,+1.5150000E-01,Vdc,,
,+1.5148000E-01,Vdc,,
,+1.5150000E-01,Vdc,,
,+1.5152000E-01,Vdc,,
,+1.4957000E-01,Vdc,,
,+1.4955000E-01,Vdc,,
,+1.4957000E-01,Vdc,,
,+1.4957000E-01,Vdc,,
,+1.4957000E-01,Vdc,,
,+1.4959000E-01,Vdc,,
,+1.4957000E-01,Vdc,,
,+1.4957000E-01,Vdc,,
,+1.4957000E-01,Vdc,,
,+1.4955000E-01,Vdc,,
,+1.4955000E-01,Vdc,,
,+1.4957000E-01,Vdc,,
,+1.4955000E-01,Vdc,,
,+1.4955000E-01,Vdc,,
,+1.4955000E-01,Vdc,,
,+1.4955000E-01,Vdc,,
,+1.4955000E-01,Vdc,,
,+1.4952000E-01,Vdc,,
,+1.4957000E-01,Vdc,,
,+1.4881000E-01,Vdc,,
,+1.4761000E-01,Vdc,,
,+1.4759000E-01,Vdc,,
,+1.4761000E-01,Vdc,,
